333,0.05961538461538462	0.5820559876889052	92.06	92.14
334,0.06025641025641026	0.5606627944442091	92.2	92.46
335,0.060897435897435896	0.5932457411972707	91.96	92.19
336,0.06153846153846154	0.5855806999215455	92.03	92.11
337,0.06217948717948718	0.5749740209787242	92.14	92.29
338,0.06282051282051282	0.5801437662124879	92.14	92.24
339,0.06346153846153846	0.560011382158552	92.28	92.4
340,0.0641025641025641	0.5147342347566256	92.61	92.97
341,0.06474358974358975	0.5463161424490972	92.56	92.77
342,0.06538461538461539	0.5422664969065971	92.6	92.78
343,0.06602564102564103	0.5360064385095615	92.6	92.77
344,0.06666666666666667	0.5581682739889693	92.34	92.58
345,0.0673076923076923	0.555327599833039	92.37	92.48
346,0.06794871794871794	0.5421560407576936	92.59	92.63
347,0.0685897435897436	0.5432306233411728	92.59	92.6
348,0.06923076923076923	0.5408114473106418	92.55	92.76
349,0.06987179487179487	0.5132195190780052	92.75	92.98
350,0.07051282051282051	0.4975493881249305	92.95	93.22
351,0.07115384615384615	0.5113267437749388	92.8	93.18
352,0.07179487179487179	0.5279429343081751	92.66	92.87
353,0.07243589743589744	0.5166584523733748	92.8	93.0
354,0.07307692307692308	0.5464558392844824	92.53	92.91
355,0.07371794871794872	0.5455487261580416	92.6	92.75
356,0.07435897435897436	0.5414310871248357	92.6	92.87
357,0.075	0.5407189292396185	92.7	92.83
358,0.07564102564102564	0.5268434816467655	92.55	92.79
359,0.07628205128205129	0.564294587171105	92.12	92.24
360,0.07692307692307693	0.5693281737150331	92.17	92.29
361,0.07756410256410257	0.5729660171076119	92.17	92.25
362,0.0782051282051282	0.5719515858972579	92.0	92.27
363,0.07884615384615384	0.60693282569196	91.64	91.84
364,0.07948717948717948	0.6032939322461893	91.73	91.84
365,0.08012820512820513	0.635617056713306	91.37	91.45
366,0.08076923076923077	0.6414536540407367	91.16	91.42
367,0.08141025641025641	0.6788804859170957	90.77	90.88
368,0.08205128205128205	0.6318851149158259	91.07	91.42
369,0.08269230769230769	0.6316515764358888	91.24	91.39
370,0.08333333333333333	0.6400033991774923	91.0	91.45
371,0.08397435897435897	0.6537047951876432	91.0	91.24
372,0.08461538461538462	0.6314031112578329	91.0	91.36
373,0.08525641025641026	0.6462218270160005	91.0	91.18
374,0.0858974358974359	0.6511649208553401	91.1	91.18
375,0.08653846153846154	0.6300667358372007	91.2	91.36
376,0.08717948717948718	0.634629030855582	91.2	91.35
377,0.08782051282051281	0.6500793464328473	91.04	91.12
378,0.08846153846153847	0.6159427870946995	91.28	91.52
379,0.0891025641025641	0.6174705443313677	91.32	91.5
380,0.08974358974358974	0.6156848645492259	91.51	91.71
381,0.09038461538461538	0.6253280648299548	91.3	91.48
382,0.09102564102564102	0.6482266535327998	91.1	91.2
383,0.09166666666666666	0.655011740595263	91.0	91.11
384,0.09230769230769231	0.6484378943419843	91.0	91.1
385,0.09294871794871795	0.6723168717392817	90.77	90.78
386,0.09358974358974359	0.6839915880626756	90.63	90.81
387,0.09423076923076923	0.6825626233831487	90.64	90.79
388,0.09487179487179487	0.6666802807313509	90.7	90.87
389,0.0955128205128205	0.6680577466779885	90.73	90.89
390,0.09615384615384616	0.6903244448542888	90.53	90.79
391,0.0967948717948718	0.6729993991906288	90.61	90.73
392,0.09743589743589744	0.6679195763553069	90.65	90.88
393,0.09807692307692308	0.6693625774190743	90.64	90.87
394,0.09871794871794871	0.6806110961830539	90.51	90.8
395,0.09935897435897435	0.6750743136185221	90.64	90.71
396,0.1	0.6802867066657284	90.52	90.71
397,0.10064102564102564	0.6212520068536623	90.72	91.34
398,0.10128205128205128	0.6648879655327308	90.77	90.96
399,0.10192307692307692	0.6671590669561859	90.61	90.96
400,0.10256410256410256	0.6231794192054991	91.04	91.35
401,0.1032051282051282	0.615620712118942	91.31	91.48
402,0.10384615384615385	0.5990309844259851	91.47	91.71
403,0.10448717948717949	0.6304242716807894	91.17	91.47
404,0.10512820512820513	0.6318541952547277	91.17	91.41
405,0.10576923076923077	0.6291432763584391	91.04	91.21
406,0.1064102564102564	0.6054699324622574	91.27	91.74
407,0.10705128205128205	0.6255365189681041	91.25	91.48
408,0.1076923076923077	0.6204696022938141	91.3	91.47
409,0.10833333333333334	0.5784401149330078	91.68	91.92
410,0.10897435897435898	0.6483720276728321	90.75	91.14
411,0.10961538461538461	0.612590785596137	91.35	91.44
412,0.11025641025641025	0.632092110800462	91.14	91.45
413,0.11089743589743589	0.6303227418196804	91.07	91.21
414,0.11153846153846154	0.6724884125035384	90.6	90.62
415,0.11217948717948718	0.6669162841074656	90.61	91.2
416,0.11282051282051282	0.6320181403898097	90.94	91.28
417,0.11346153846153846	0.6553454817804715	90.81	90.92
418,0.1141025641025641	0.6205926104228412	90.79	91.39
419,0.11474358974358974	0.6169289437969424	91.08	91.28
420,0.11538461538461539	0.6113641663665883	91.23	91.59
421,0.11602564102564103	0.6198269544205067	91.23	91.48
422,0.11666666666666667	0.6363190613248141	90.8	91.03
423,0.11730769230769231	0.6334569324685817	90.81	91.15
424,0.11794871794871795	0.6132339125252679	91.17	91.39
425,0.11858974358974358	0.609451047038884	91.23	91.48
426,0.11923076923076924	0.613637625733184	91.15	91.31
427,0.11987179487179488	0.6119491065055981	91.26	91.43
428,0.12051282051282051	0.5828268764229637	91.46	91.68
429,0.12115384615384615	0.5835917751608358	91.53	91.8
430,0.12179487179487179	0.5750990267326612	91.57	91.78
431,0.12243589743589743	0.5202027068201145	92.28	92.5
432,0.12307692307692308	0.5539105862572838	91.83	92.24
433,0.12371794871794872	0.5362420220178595	91.83	92.28
434,0.12435897435897436	0.5097631569165012	92.32	92.6
435,0.125	0.5174294775567059	92.32	92.59
436,0.12564102564102564	0.5142765074014657	92.32	92.55
437,0.12628205128205128	0.5165192493819315	92.32	92.55
438,0.12692307692307692	0.5125321319298354	92.37	92.57
439,0.12756410256410255	0.4787215615836928	92.52	93.05
440,0.1282051282051282	0.4298001571598173	93.41	93.77
441,0.12884615384615383	0.4535656750279516	93.0	93.68
442,0.1294871794871795	0.49493570926312985	92.8	93.26
443,0.13012820512820514	0.4536978233928746	93.24	93.42
444,0.13076923076923078	0.44209137886298344	93.37	93.62
445,0.13141025641025642	0.4828737550273342	92.96	93.13
446,0.13205128205128205	0.4749857212519442	92.89	93.24
447,0.1326923076923077	0.47157207987650046	93.01	93.21
448,0.13333333333333333	0.44615529913788193	93.18	93.45
449,0.13397435897435897	0.4611807296464126	93.18	93.27
450,0.1346153846153846	0.4657703604352648	93.16	93.36
451,0.13525641025641025	0.4651147070884189	93.13	93.2
452,0.1358974358974359	0.46176867687045975	93.08	93.41
453,0.13653846153846153	0.43532393934652724	93.27	93.66
454,0.1371794871794872	0.44477358852622084	93.3	93.56
455,0.13782051282051283	0.43196382376265474	93.64	93.88
456,0.13846153846153847	0.4257355126438659	93.64	93.77
457,0.1391025641025641	0.4303711430381912	93.52	93.67
458,0.13974358974358975	0.4365925924129198	93.51	93.59
459,0.14038461538461539	0.4686680200289089	93.01	93.36
460,0.14102564102564102	0.44296669740298034	93.5	93.6
461,0.14166666666666666	0.4363133223690105	93.5	93.65
462,0.1423076923076923	0.4580530999351561	93.13	93.5
463,0.14294871794871794	0.46381586999293195	93.13	93.29
464,0.14358974358974358	0.4283458496418404	93.56	93.86
465,0.14423076923076922	0.4262086074610661	93.56	93.79
466,0.14487179487179488	0.36431554346104394	94.25	94.58
467,0.14551282051282052	0.3902308002908864	94.08	94.33
468,0.14615384615384616	0.42714354183448205	93.75	93.97
469,0.1467948717948718	0.4156166627397884	93.81	94.09
470,0.14743589743589744	0.4044104699225991	93.9	94.06
471,0.14807692307692308	0.3719268154093057	94.28	94.51
472,0.14871794871794872	0.4089238267464034	93.79	94.3
473,0.14935897435897436	0.38736372914748884	94.13	94.3
474,0.15	0.3920328480514628	94.17	94.31
475,0.15064102564102563	0.4038749540085829	94.0	94.17
476,0.15128205128205127	0.3946147558058106	94.0	94.21
477,0.1519230769230769	0.39092918625356865	94.06	94.48
478,0.15256410256410258	0.38319345201617	94.2	94.38
479,0.15320512820512822	0.3744599006788549	94.45	94.55
480,0.15384615384615385	0.3785265437699743	94.38	94.52
481,0.1544871794871795	0.39462559677646036	94.06	94.38
482,0.15512820512820513	0.3984284075770057	94.06	94.19
483,0.15576923076923077	0.3845226609354915	94.21	94.38
484,0.1564102564102564	0.3827343035969	94.25	94.41
485,0.15705128205128205	0.38032333350526015	94.31	94.44
486,0.1576923076923077	0.389549590390468	94.28	94.43
487,0.15833333333333333	0.40711022301660654	94.08	94.28
488,0.15897435897435896	0.39169673269578864	94.21	94.3
489,0.1596153846153846	0.39200471815880716	94.23	94.36
490,0.16025641025641027	0.38620524834487735	94.24	94.38
491,0.1608974358974359	0.38331794387931045	94.3	94.46
492,0.16153846153846155	0.4025809562934162	94.15	94.4
493,0.1621794871794872	0.39969471993103545	94.0	94.28
494,0.16282051282051282	0.4617940285862808	93.2	93.43
